track_id,genre,danceability,energy,valence,acousticness,speechiness,tempo,loudness,duration_min,popularity,hit
T1288,Pop,0.647,0.704,0.73,0.267,0.116,105.7,-6.33,4.15,73.5,1
T1289,Acoustic,0.507,0.352,0.395,0.833,0.023,100.2,-8.73,3.52,18.3,0
T1290,Hip-Hop,0.771,0.527,0.297,0.206,0.202,100.8,-10.25,2.46,60.5,0
T1291,R&B,0.73,0.703,0.106,0.36,0.134,100.5,-9.41,4.12,60.1,0
T1292,Pop,0.746,0.737,0.502,0.02,0.144,90.7,-5.99,3.77,96.9,1
T1293,R&B,0.85,0.764,0.258,0.262,0.074,129.1,-3.61,3.94,71.6,1
T1294,EDM,0.784,0.77,0.698,0.205,0.021,118.0,-4.38,4.03,71.9,1
T1295,Rock,0.48,0.96,0.426,0.02,0.045,134.6,-5.63,3.62,63.3,0
T1296,EDM,0.325,0.694,0.375,0.02,0.058,125.7,-2.33,4.6,53.8,0
T1297,R&B,0.736,0.518,0.52,0.253,0.044,104.9,-5.34,3.03,58.5,0
T1298,R&B,0.642,0.465,0.343,0.136,0.083,110.1,-8.82,3.53,67.0,0
T1299,EDM,0.694,0.7,0.468,0.07,0.086,114.9,-5.57,3.97,71.8,1
T1300,Hip-Hop,0.803,0.671,0.475,0.156,0.234,99.6,-6.21,3.43,75.9,1
T1301,Hip-Hop,0.99,0.417,0.33,0.042,0.304,114.2,-5.38,2.84,80.0,1
T1302,Acoustic,0.609,0.274,0.438,0.851,0.02,110.0,-9.77,4.25,20.4,0
T1303,R&B,0.687,0.532,0.428,0.31,0.151,120.9,-8.67,3.32,45.6,0
T1304,Hip-Hop,0.8,0.723,0.64,0.339,0.271,108.7,-7.3,2.34,71.6,1
T1305,Hip-Hop,0.825,0.65,0.506,0.268,0.257,109.2,-7.81,3.86,51.1,0
T1306,Acoustic,0.387,0.283,0.063,0.669,0.03,101.4,-8.87,4.18,23.4,0
T1307,Rock,0.241,0.876,0.732,0.268,0.024,120.6,-6.72,4.31,51.9,0
T1308,EDM,0.68,0.756,0.352,0.02,0.047,129.8,-3.31,3.69,66.4,0
T1309,Hip-Hop,0.79,0.65,0.455,0.075,0.182,87.1,-5.47,2.86,79.2,1
T1310,Hip-Hop,0.952,0.517,0.412,0.033,0.326,96.2,-4.84,4.42,70.9,1
T1311,R&B,0.715,0.536,0.194,0.148,0.174,111.5,-6.87,3.11,44.8,0
T1312,Hip-Hop,0.751,0.761,0.825,0.127,0.239,92.3,-9.11,3.98,86.5,1
T1313,EDM,0.679,0.813,0.276,0.202,0.02,110.5,-4.52,5.02,58.9,0
T1314,R&B,0.583,0.421,0.365,0.309,0.074,104.5,-7.06,4.0,61.1,0
T1315,EDM,0.827,0.782,0.279,0.138,0.053,121.8,-4.67,3.8,92.9,1
T1316,EDM,0.766,0.99,0.225,0.065,0.063,112.5,-5.09,5.08,79.3,1
T1317,EDM,0.649,0.954,0.549,0.181,0.04,123.0,-3.5,4.44,85.9,1
T1318,Pop,0.693,0.703,0.5,0.02,0.17,123.7,-4.33,4.05,80.0,1
T1319,Rock,0.694,0.645,0.475,0.197,0.131,150.3,-1.42,5.35,73.3,1
T1320,Rock,0.457,0.784,0.361,0.02,0.053,102.3,-3.87,3.22,47.7,0
T1321,R&B,0.761,0.492,0.362,0.331,0.02,122.1,-7.19,3.13,63.3,0
T1322,EDM,0.774,0.915,0.669,0.127,0.028,123.2,-4.17,3.46,95.8,1
T1323,EDM,0.547,0.853,0.872,0.14,0.041,117.3,-5.88,3.82,78.2,1
T1324,EDM,0.646,0.74,0.324,0.042,0.116,145.3,-1.42,4.03,78.3,1
T1325,Acoustic,0.588,0.442,0.352,0.684,0.074,118.7,-10.05,4.05,16.9,0
T1326,Pop,0.668,0.666,0.595,0.085,0.02,111.5,-5.19,2.07,95.6,1
T1327,Acoustic,0.459,0.328,0.611,0.873,0.02,108.6,-9.36,4.48,2.7,0
T1328,Pop,0.831,0.92,0.88,0.213,0.058,119.9,-4.97,3.95,93.5,1
T1329,Pop,0.726,0.734,0.616,0.02,0.078,120.4,-4.12,3.18,81.1,1
T1330,Acoustic,0.717,0.18,0.717,0.858,0.041,110.6,-6.69,3.87,19.4,0
T1331,Rock,0.493,0.818,0.436,0.155,0.064,121.2,-3.77,5.25,68.6,0
T1332,Acoustic,0.451,0.497,0.165,0.839,0.046,108.8,-9.42,3.5,0.0,0
T1333,Rock,0.494,0.798,0.271,0.297,0.041,120.6,-7.34,5.41,30.6,0
T1334,Hip-Hop,0.99,0.71,0.705,0.192,0.224,109.1,-7.71,4.05,88.9,1
T1335,Rock,0.456,0.83,0.388,0.148,0.02,113.1,-3.91,4.07,65.1,0
T1336,Pop,0.747,0.581,0.319,0.253,0.039,127.2,-5.66,2.61,63.4,0
T1337,Pop,0.561,0.46,0.878,0.02,0.093,116.6,-5.79,3.52,81.5,1
T1338,EDM,0.395,0.881,0.483,0.298,0.099,139.0,-4.73,3.91,64.3,0
T1339,Hip-Hop,0.828,0.595,0.601,0.02,0.196,99.8,-7.51,3.69,62.3,0
T1340,Pop,0.579,0.643,0.45,0.13,0.143,131.4,-4.81,4.07,70.8,1
T1341,Hip-Hop,0.675,0.712,0.374,0.039,0.243,110.4,-6.18,3.76,74.4,1
T1342,Rock,0.594,0.676,0.676,0.02,0.039,114.5,-6.95,3.33,59.2,0
T1343,R&B,0.646,0.525,0.514,0.403,0.075,114.4,-6.89,3.33,60.8,0
T1344,R&B,0.654,0.569,0.386,0.272,0.02,113.1,-5.75,3.48,80.0,1
T1345,Rock,0.407,0.655,0.324,0.02,0.036,127.1,-4.73,4.0,61.5,0
T1346,Pop,0.668,0.745,0.851,0.158,0.038,121.2,-5.59,3.81,73.4,1
T1347,Rock,0.588,0.792,0.303,0.02,0.079,117.6,-6.75,3.99,73.6,1
T1348,Hip-Hop,0.717,0.582,0.575,0.292,0.167,122.9,-6.78,3.81,79.4,1
T1349,R&B,0.653,0.654,0.544,0.286,0.081,119.7,-7.1,3.98,45.4,0
T1350,Pop,0.675,0.782,0.594,0.328,0.11,108.0,-4.51,2.75,100.0,1
T1351,Hip-Hop,0.934,0.397,0.607,0.151,0.222,123.9,-5.0,3.64,76.0,1
T1352,Pop,0.821,0.637,0.492,0.02,0.039,94.6,-4.8,3.08,96.2,1
T1353,Rock,0.522,0.796,0.538,0.084,0.042,115.3,-3.98,4.67,81.9,1
T1354,Rock,0.369,0.552,0.491,0.047,0.02,108.2,-3.95,4.08,67.2,0
T1355,EDM,0.716,0.909,0.499,0.02,0.02,141.0,-3.92,3.9,75.0,1
T1356,Hip-Hop,0.819,0.613,0.574,0.062,0.213,109.6,-4.88,2.92,73.3,1
T1357,Rock,0.413,0.826,0.453,0.135,0.04,117.5,-4.24,2.9,51.1,0
T1358,Hip-Hop,0.842,0.642,0.198,0.059,0.154,86.9,-7.42,4.39,79.4,1
T1359,Pop,0.57,0.613,0.744,0.272,0.02,121.6,-6.6,3.39,72.0,1
T1360,EDM,0.639,0.99,0.357,0.042,0.077,126.7,-5.96,4.72,61.5,0
T1361,Rock,0.591,0.724,0.508,0.139,0.081,117.1,-5.63,3.85,96.3,1
T1362,R&B,0.623,0.555,0.725,0.11,0.133,92.1,-6.89,3.4,65.2,0
T1363,R&B,0.638,0.569,0.757,0.285,0.08,114.1,-8.45,4.65,55.2,0
T1364,Rock,0.453,0.668,0.429,0.06,0.118,136.3,-5.92,4.51,55.0,0
T1365,Rock,0.499,0.624,0.56,0.125,0.05,124.3,-5.57,4.16,75.7,1
T1366,Pop,0.678,0.633,0.311,0.162,0.113,132.7,-4.5,3.41,64.3,0
T1367,EDM,0.727,0.821,0.517,0.02,0.02,112.5,-6.66,4.3,85.4,1
T1368,Pop,0.795,0.704,0.477,0.241,0.064,115.9,-5.86,3.98,87.5,1
T1369,R&B,0.674,0.5,0.344,0.336,0.054,85.2,-8.96,3.22,50.0,0
T1370,Pop,0.914,0.639,0.53,0.159,0.066,125.5,-7.57,2.7,80.2,1
T1371,R&B,0.775,0.672,0.177,0.315,0.02,97.2,-4.85,4.84,56.8,0
T1372,R&B,0.571,0.65,0.393,0.095,0.091,127.3,-7.31,3.68,68.5,0
T1373,Rock,0.477,0.644,0.724,0.02,0.138,127.4,-7.74,3.89,57.3,0
T1374,Rock,0.558,0.781,0.491,0.02,0.115,120.8,-5.85,4.14,70.5,1
T1375,EDM,0.882,0.689,0.381,0.047,0.049,113.1,-2.47,4.65,85.8,1
T1376,R&B,0.717,0.582,0.661,0.376,0.071,117.7,-10.03,4.12,32.7,0
T1377,Acoustic,0.458,0.286,0.405,0.873,0.108,106.4,-5.96,3.27,18.5,0
T1378,Acoustic,0.303,0.306,0.57,0.849,0.02,103.5,-13.95,3.78,7.5,0
T1379,Pop,0.751,0.501,0.368,0.15,0.088,135.5,-1.91,2.0,90.8,1
T1380,Acoustic,0.47,0.151,0.644,0.842,0.096,102.7,-12.69,4.0,0.0,0
T1381,R&B,0.776,0.554,0.437,0.288,0.026,99.9,-5.63,4.12,62.2,0
T1382,Rock,0.518,0.731,0.443,0.206,0.025,126.8,-6.21,3.97,57.6,0
T1383,Rock,0.472,0.965,0.521,0.319,0.033,130.3,-5.58,4.66,67.5,0
T1384,EDM,0.713,0.983,0.274,0.045,0.149,134.7,-7.13,4.78,62.2,0
T1385,Hip-Hop,0.729,0.419,0.246,0.095,0.238,91.7,-6.71,2.57,49.3,0
T1386,R&B,0.586,0.494,0.314,0.313,0.033,100.6,-5.74,4.25,45.9,0
T1387,R&B,0.784,0.543,0.481,0.303,0.048,97.2,-7.81,3.14,70.0,1
T1388,Hip-Hop,0.926,0.698,0.471,0.02,0.099,93.6,-5.16,2.21,84.3,1
T1389,Rock,0.52,0.702,0.592,0.363,0.112,107.5,-6.6,4.55,46.8,0
T1390,Hip-Hop,0.885,0.483,0.674,0.02,0.264,103.3,-6.89,2.8,86.7,1
T1391,Rock,0.629,0.792,0.607,0.02,0.133,119.8,-5.18,4.57,56.1,0
T1392,R&B,0.467,0.686,0.519,0.335,0.142,118.5,-8.13,3.6,65.3,0
T1393,Hip-Hop,0.826,0.635,0.708,0.127,0.246,97.2,-4.31,2.67,68.8,0
T1394,R&B,0.467,0.513,0.692,0.105,0.066,114.7,-4.14,4.3,80.2,1
T1395,EDM,0.719,0.885,0.247,0.197,0.02,123.5,-0.64,4.3,66.9,0
T1396,Pop,0.559,0.588,0.362,0.138,0.061,100.0,-3.73,3.38,62.7,0
T1397,Acoustic,0.387,0.337,0.272,0.709,0.027,103.9,-13.58,4.78,16.3,0
T1398,Acoustic,0.405,0.343,0.3,0.723,0.02,122.4,-10.39,2.92,5.2,0
T1399,EDM,0.717,0.99,0.45,0.054,0.047,127.6,-3.96,5.58,82.5,1
T1400,Rock,0.433,0.923,0.566,0.02,0.085,140.2,-5.81,3.01,70.5,1
T1401,Hip-Hop,0.794,0.601,0.626,0.02,0.25,91.0,-11.3,3.17,69.9,0
T1402,Acoustic,0.428,0.358,0.454,0.564,0.069,91.3,-12.14,2.7,15.0,0
T1403,R&B,0.601,0.602,0.307,0.446,0.071,94.5,-6.38,3.99,38.5,0
T1404,Pop,0.784,0.555,0.611,0.228,0.021,112.4,-0.63,2.36,86.7,1
T1405,Rock,0.415,0.948,0.36,0.112,0.164,126.4,-7.42,3.14,57.7,0
T1406,Hip-Hop,0.82,0.535,0.593,0.071,0.273,93.1,-7.97,3.24,65.7,0
T1407,Hip-Hop,0.718,0.586,0.75,0.02,0.271,99.4,-6.31,3.9,78.3,1
T1408,Pop,0.668,0.746,0.418,0.025,0.091,115.2,-7.68,4.1,53.4,0
T1409,Acoustic,0.669,0.354,0.406,0.773,0.065,130.8,-8.75,3.68,33.5,0
T1410,R&B,0.553,0.678,0.783,0.183,0.172,97.8,-6.34,4.32,42.2,0
T1411,Pop,0.912,0.631,0.626,0.105,0.061,124.6,-7.57,3.14,71.7,1
T1412,Rock,0.627,0.815,0.486,0.02,0.052,108.6,-4.27,3.63,65.9,0
T1413,Pop,0.53,0.727,0.407,0.141,0.024,116.0,-5.96,3.85,64.7,0
T1414,EDM,0.725,0.914,0.295,0.02,0.097,128.0,-4.72,3.09,73.7,1
T1415,EDM,0.543,0.99,0.487,0.304,0.02,150.6,-7.37,5.4,68.9,0
T1416,Pop,0.678,0.691,0.71,0.132,0.131,104.5,-4.97,4.29,68.2,0
T1417,R&B,0.743,0.389,0.28,0.33,0.078,107.6,-6.22,4.12,62.5,0
T1418,EDM,0.911,0.99,0.345,0.051,0.062,111.5,-3.18,3.73,95.5,1
T1419,Acoustic,0.355,0.232,0.482,0.929,0.06,118.7,-8.12,2.99,0.0,0
T1420,Pop,0.737,0.539,0.514,0.237,0.02,115.5,-5.24,4.31,93.8,1
T1421,EDM,0.74,0.99,0.383,0.188,0.02,144.6,-5.82,3.34,74.0,1
T1422,Pop,0.753,0.766,0.366,0.243,0.071,99.4,-4.98,2.88,77.8,1
T1423,Hip-Hop,0.907,0.579,0.716,0.02,0.241,94.5,-3.64,2.57,76.4,1
T1424,Rock,0.403,0.839,0.296,0.278,0.034,135.8,-0.8,3.99,44.9,0
T1425,Rock,0.454,0.685,0.741,0.056,0.024,100.6,-6.44,3.71,66.6,0
T1426,Rock,0.748,0.99,0.313,0.125,0.02,122.6,-5.65,4.19,71.9,1
T1427,Hip-Hop,0.956,0.729,0.446,0.103,0.23,109.8,-4.2,2.74,93.4,1
T1428,Pop,0.749,0.772,0.523,0.101,0.02,105.2,-5.91,3.36,78.7,1
T1429,Acoustic,0.33,0.086,0.455,0.752,0.02,103.2,-11.01,4.54,6.5,0
T1430,EDM,0.899,0.923,0.672,0.261,0.101,115.4,-3.96,4.31,84.2,1
T1431,Pop,0.881,0.808,0.563,0.02,0.083,106.7,-3.68,4.07,74.1,1
T1432,Hip-Hop,0.816,0.553,0.542,0.125,0.134,107.3,-9.0,3.37,61.9,0
T1433,Pop,0.882,0.509,0.736,0.054,0.087,104.4,-2.42,3.55,100.0,1
T1434,Hip-Hop,0.658,0.699,0.477,0.02,0.237,86.3,-7.03,2.96,71.8,1
T1435,EDM,0.851,0.967,0.033,0.02,0.065,115.6,-5.6,4.18,63.7,0
T1436,Rock,0.483,0.826,0.465,0.096,0.049,110.0,-7.8,3.55,54.3,0
T1437,Hip-Hop,0.99,0.696,0.451,0.032,0.19,89.6,-2.73,2.95,100.0,1
T1438,Pop,0.648,0.81,0.518,0.043,0.054,112.6,-4.61,2.86,70.7,1
T1439,Rock,0.583,0.924,0.485,0.115,0.02,132.2,-5.59,3.95,68.3,0
T1440,R&B,0.711,0.413,0.604,0.02,0.216,82.4,-9.64,3.72,59.8,0
T1441,EDM,0.624,0.989,0.254,0.07,0.123,122.5,-0.48,3.39,76.5,1
T1442,Pop,0.683,0.868,0.705,0.106,0.079,129.5,-2.86,3.89,99.8,1
T1443,Acoustic,0.477,0.43,0.371,0.768,0.02,92.5,-10.91,3.14,21.0,0
T1444,Pop,0.766,0.718,0.542,0.286,0.059,113.3,-7.89,3.24,85.1,1
T1445,Rock,0.4,0.702,0.562,0.097,0.066,118.5,-4.19,4.3,58.9,0
T1446,Rock,0.637,0.787,0.558,0.02,0.02,131.9,-5.35,4.36,76.6,1
T1447,EDM,0.801,0.981,0.495,0.223,0.025,132.2,-2.96,4.97,78.8,1
T1448,R&B,0.74,0.541,0.496,0.211,0.084,103.4,-8.54,4.29,70.5,1
T1449,Acoustic,0.601,0.445,0.45,0.621,0.02,107.7,-11.64,4.12,32.7,0
T1450,Hip-Hop,0.759,0.612,0.264,0.114,0.219,100.3,-4.26,3.27,64.7,0
T1451,Hip-Hop,0.7,0.58,0.568,0.173,0.186,118.0,-2.81,3.2,69.2,0
T1452,Pop,0.702,0.875,0.496,0.02,0.155,112.7,-3.45,3.32,98.6,1
T1453,Rock,0.513,0.598,0.55,0.02,0.02,108.4,-6.39,3.47,76.6,1
T1454,EDM,0.666,0.953,0.505,0.075,0.042,118.9,-6.24,3.66,74.4,1
T1455,Rock,0.475,0.879,0.796,0.051,0.025,123.0,-4.73,4.72,76.4,1
T1456,R&B,0.667,0.454,0.41,0.354,0.037,89.4,-6.39,3.65,38.3,0
T1457,Rock,0.64,0.858,0.625,0.02,0.079,109.7,-3.75,4.77,80.7,1
T1458,Pop,0.817,0.861,0.846,0.116,0.078,121.5,-8.44,2.78,100.0,1
T1459,Pop,0.705,0.912,0.518,0.055,0.116,121.8,-5.06,3.8,54.9,0
T1460,EDM,0.908,0.99,0.358,0.02,0.048,125.2,-3.67,3.66,74.4,1
T1461,Pop,0.822,0.833,0.569,0.352,0.029,112.5,-4.82,3.27,93.0,1
T1462,Pop,0.527,0.606,0.7,0.359,0.02,112.6,-6.3,3.77,65.3,0
T1463,Hip-Hop,0.804,0.706,0.587,0.29,0.309,101.8,-11.48,3.55,69.3,0
T1464,Pop,0.737,0.708,0.622,0.332,0.059,108.6,-3.04,3.73,99.5,1
T1465,EDM,0.752,0.856,0.35,0.079,0.02,123.3,-2.01,4.53,100.0,1
T1466,Hip-Hop,0.64,0.613,0.564,0.191,0.198,92.5,-4.78,2.31,61.6,0
T1467,Rock,0.336,0.885,0.621,0.02,0.129,127.6,-6.83,4.06,66.9,0
T1468,Hip-Hop,0.978,0.656,0.476,0.202,0.222,94.9,-5.29,2.87,62.5,0
T1469,R&B,0.99,0.453,0.808,0.34,0.101,122.1,-9.75,4.65,62.6,0
T1470,Pop,0.618,0.726,0.819,0.117,0.096,118.5,-7.25,3.87,57.2,0
T1471,Rock,0.578,0.606,0.46,0.135,0.02,133.6,-4.42,4.13,42.9,0
T1472,Hip-Hop,0.846,0.541,0.347,0.306,0.223,115.4,-5.41,3.16,58.6,0
T1473,Hip-Hop,0.925,0.708,0.71,0.282,0.201,91.7,-7.24,4.34,86.6,1
T1474,EDM,0.655,0.99,0.78,0.179,0.104,149.3,-1.55,2.36,90.7,1
T1475,Hip-Hop,0.708,0.511,0.538,0.128,0.216,86.7,-3.6,2.85,75.8,1
T1476,Hip-Hop,0.82,0.626,0.611,0.163,0.225,99.5,-4.34,2.01,82.0,1
T1477,Pop,0.608,0.699,0.582,0.297,0.027,129.0,-3.83,1.94,84.6,1
T1478,Hip-Hop,0.828,0.644,0.502,0.02,0.18,63.1,-7.8,2.07,80.0,1
T1479,Hip-Hop,0.885,0.57,0.191,0.324,0.312,105.3,-8.4,2.63,53.5,0
T1480,Acoustic,0.596,0.37,0.174,0.709,0.061,107.6,-12.85,3.77,29.7,0
T1481,Hip-Hop,0.716,0.714,0.899,0.02,0.178,83.5,-7.76,3.05,86.5,1
T1482,Rock,0.519,0.631,0.533,0.28,0.055,132.4,-5.48,3.41,92.3,1
T1483,Acoustic,0.498,0.473,0.444,0.856,0.026,84.5,-10.91,3.27,37.5,0
T1484,EDM,0.742,0.643,0.248,0.026,0.02,136.2,-1.58,3.45,75.0,1
T1485,EDM,0.835,0.662,0.488,0.193,0.042,142.1,-3.12,3.64,97.0,1
T1486,Pop,0.665,0.681,0.714,0.192,0.02,105.6,-9.31,3.01,84.7,1
T1487,R&B,0.659,0.671,0.433,0.219,0.087,113.5,-4.74,3.1,57.4,0
T1488,R&B,0.683,0.67,0.285,0.336,0.107,99.2,-9.4,3.8,62.7,0
T1489,Hip-Hop,0.676,0.703,0.429,0.139,0.177,85.6,-7.34,3.06,55.8,0
T1490,Hip-Hop,0.8,0.724,0.4,0.057,0.188,109.0,-3.78,2.35,84.0,1
T1491,Rock,0.406,0.952,0.477,0.343,0.02,122.9,-3.88,5.11,55.2,0
T1492,R&B,0.669,0.62,0.39,0.369,0.155,102.8,-6.55,4.31,43.5,0
T1493,Acoustic,0.445,0.425,0.308,0.727,0.111,115.7,-10.21,3.59,12.5,0
T1494,Acoustic,0.414,0.461,0.437,0.836,0.085,122.3,-11.14,3.71,47.3,0
T1495,Hip-Hop,0.7,0.725,0.399,0.108,0.163,111.9,-7.66,4.06,66.8,0
T1496,EDM,0.647,0.787,0.509,0.02,0.053,131.3,-0.84,3.87,68.2,0
T1497,Pop,0.622,0.721,0.407,0.163,0.062,114.1,-5.52,2.83,60.8,0
T1498,R&B,0.798,0.494,0.569,0.28,0.077,87.3,-7.6,3.98,63.7,0
T1499,Rock,0.305,0.637,0.681,0.045,0.138,129.1,-6.86,4.94,39.1,0
T1500,Hip-Hop,0.89,0.587,0.216,0.044,0.118,102.9,-6.89,2.63,52.2,0
T1501,Acoustic,0.468,0.521,0.361,0.739,0.02,109.4,-5.71,3.13,11.9,0
T1502,EDM,0.742,0.918,0.284,0.02,0.037,135.3,0.0,3.93,93.4,1
T1503,Pop,0.575,0.811,0.674,0.168,0.098,112.4,-5.06,5.06,78.3,1
T1504,Hip-Hop,0.756,0.773,0.948,0.02,0.192,99.5,-6.32,3.83,84.9,1
T1505,R&B,0.57,0.587,0.449,0.311,0.206,118.7,-9.09,3.01,50.7,0
T1506,Pop,0.734,0.808,0.709,0.286,0.048,138.5,-5.07,3.13,86.5,1
T1507,Hip-Hop,0.99,0.592,0.286,0.156,0.181,104.7,-5.94,2.79,86.1,1
T1508,Hip-Hop,0.913,0.77,0.616,0.122,0.273,103.6,-5.6,2.91,90.9,1
T1509,R&B,0.659,0.437,0.292,0.38,0.099,89.5,-9.57,4.62,24.9,0
T1510,Hip-Hop,0.789,0.699,0.714,0.176,0.231,103.6,-8.04,3.48,74.0,1
T1511,Hip-Hop,0.939,0.639,0.282,0.04,0.24,112.5,-8.08,4.44,72.8,1
T1512,R&B,0.467,0.569,0.747,0.333,0.088,117.2,-9.23,2.87,42.1,0
T1513,Acoustic,0.506,0.528,0.496,0.99,0.069,116.1,-11.09,3.88,16.2,0
T1514,R&B,0.604,0.82,0.577,0.108,0.054,89.3,-8.01,3.51,70.7,1
T1515,Hip-Hop,0.917,0.724,0.735,0.02,0.264,87.9,-7.21,2.97,83.2,1
T1516,Pop,0.707,0.441,0.594,0.139,0.159,104.5,-8.62,3.77,92.6,1
T1517,Hip-Hop,0.671,0.778,0.381,0.191,0.2,90.8,-4.27,3.45,68.9,0
T1518,R&B,0.558,0.503,0.404,0.177,0.169,94.5,-10.26,4.0,49.2,0
T1519,Acoustic,0.407,0.115,0.442,0.842,0.02,112.0,-9.05,3.05,8.1,0
T1520,Acoustic,0.465,0.408,0.441,0.666,0.02,115.5,-8.79,3.44,34.0,0
T1521,Rock,0.434,0.664,0.254,0.167,0.023,121.6,-2.83,4.59,55.4,0
T1522,R&B,0.514,0.573,0.725,0.237,0.113,97.2,-6.14,2.88,71.7,1
T1523,EDM,0.751,0.839,0.473,0.261,0.027,128.8,-4.92,3.29,87.6,1
T1524,Rock,0.495,0.818,0.453,0.173,0.026,143.0,-7.28,5.21,58.9,0
T1525,EDM,0.535,0.802,0.603,0.068,0.043,137.1,-2.58,3.7,70.6,1
T1526,EDM,0.591,0.99,0.622,0.044,0.024,118.0,-4.42,4.55,70.5,1
T1527,EDM,0.738,0.99,0.37,0.02,0.138,129.1,-6.08,2.83,83.4,1
T1528,Pop,0.694,0.583,0.6,0.063,0.02,114.8,-6.73,3.3,69.2,0
T1529,Hip-Hop,0.792,0.458,0.584,0.292,0.221,98.6,-1.79,2.21,73.2,1
T1530,Acoustic,0.42,0.487,0.347,0.529,0.095,105.8,-9.89,3.47,25.1,0
T1531,Pop,0.773,0.441,0.368,0.035,0.132,116.3,-2.62,3.5,82.5,1
T1532,Rock,0.491,0.779,0.402,0.28,0.123,132.0,-4.67,3.58,70.0,1
T1533,Acoustic,0.62,0.116,0.587,0.792,0.084,123.4,-12.67,3.0,41.6,0
T1534,Hip-Hop,0.939,0.562,0.422,0.384,0.228,62.3,-5.49,2.67,60.1,0
T1535,Rock,0.496,0.913,0.734,0.065,0.12,114.1,-7.93,3.89,70.8,1
T1536,Acoustic,0.641,0.175,0.277,0.868,0.146,109.1,-10.15,4.0,27.5,0
T1537,Rock,0.571,0.782,0.438,0.064,0.02,120.3,-4.67,4.97,68.6,0
T1538,Rock,0.695,0.865,0.57,0.214,0.02,127.3,-8.32,5.1,66.1,0
T1539,Pop,0.692,0.556,0.551,0.266,0.071,130.3,-3.42,4.09,74.2,1
T1540,Acoustic,0.352,0.324,0.355,0.815,0.05,103.4,-10.33,3.54,37.7,0
T1541,Rock,0.496,0.855,0.524,0.107,0.028,116.6,-6.32,3.78,63.5,0
T1542,Hip-Hop,0.668,0.763,0.587,0.108,0.293,99.3,-7.61,2.71,83.6,1
T1543,Hip-Hop,0.845,0.703,0.601,0.196,0.244,109.4,-5.35,3.03,80.8,1
T1544,Acoustic,0.516,0.305,0.282,0.696,0.02,103.1,-13.16,4.12,0.0,0
T1545,Rock,0.585,0.777,0.684,0.176,0.044,109.9,-1.54,3.17,69.9,0
T1546,Hip-Hop,0.723,0.733,0.214,0.108,0.318,88.7,-7.81,3.34,50.2,0
T1547,Hip-Hop,0.842,0.776,0.556,0.147,0.306,96.5,-4.84,2.78,76.3,1
T1548,Hip-Hop,0.499,0.705,0.286,0.154,0.19,110.2,-6.01,2.32,47.8,0
T1549,Hip-Hop,0.727,0.498,0.539,0.207,0.161,88.9,-7.49,2.79,91.1,1
T1550,EDM,0.699,0.751,0.596,0.158,0.053,125.2,-3.58,4.24,96.1,1
T1551,Acoustic,0.372,0.361,0.525,0.898,0.08,118.3,-8.39,3.42,28.9,0
T1552,EDM,0.742,0.884,0.332,0.02,0.042,141.9,-2.02,3.84,97.0,1
T1553,Acoustic,0.385,0.294,0.236,0.735,0.107,103.5,-11.47,4.14,0.0,0
T1554,Hip-Hop,0.795,0.686,0.537,0.043,0.272,93.5,-3.61,3.23,86.7,1
T1555,Hip-Hop,0.756,0.597,0.514,0.334,0.198,80.5,-6.39,2.9,77.1,1
T1556,Pop,0.829,0.75,0.55,0.194,0.149,114.2,-6.81,4.26,69.1,0
T1557,Acoustic,0.359,0.609,0.23,0.768,0.095,109.0,-8.98,3.47,42.7,0
T1558,Rock,0.551,0.634,0.668,0.063,0.101,139.1,-7.18,4.97,66.1,0
T1559,Pop,0.727,0.596,0.817,0.177,0.05,117.5,-6.73,3.81,95.7,1
T1560,Pop,0.769,0.724,0.458,0.118,0.095,118.9,-3.74,4.35,67.9,0
T1561,Pop,0.694,0.391,0.612,0.145,0.057,125.9,-0.76,3.73,64.8,0
T1562,EDM,0.634,0.84,0.303,0.318,0.02,109.0,-5.75,3.87,73.5,1
T1563,Acoustic,0.387,0.377,0.459,0.749,0.02,103.4,-7.78,4.73,14.2,0
T1564,EDM,0.607,0.887,0.433,0.044,0.038,123.9,-5.14,4.55,70.3,1
T1565,Pop,0.94,0.72,0.56,0.267,0.119,108.2,-6.21,3.43,89.1,1
T1566,Hip-Hop,0.711,0.635,0.455,0.26,0.101,94.8,-6.19,2.4,72.1,1
T1567,Hip-Hop,0.606,0.713,0.35,0.021,0.11,115.9,-7.24,2.09,64.6,0
T1568,EDM,0.659,0.853,0.255,0.182,0.028,136.5,-3.07,4.1,91.3,1
T1569,EDM,0.773,0.792,0.354,0.082,0.037,121.4,-4.22,3.45,74.9,1
T1570,Hip-Hop,0.709,0.656,0.573,0.081,0.173,132.8,-5.44,3.73,84.8,1
T1571,Pop,0.99,0.677,0.342,0.299,0.071,119.3,-7.19,3.35,70.6,1
T1572,Acoustic,0.44,0.299,0.772,0.837,0.047,101.8,-12.33,4.01,23.4,0
T1573,Rock,0.463,0.918,0.394,0.198,0.02,123.9,-6.82,3.1,63.5,0
T1574,Pop,0.73,0.65,0.439,0.149,0.059,107.4,-6.44,2.98,79.6,1
T1575,Rock,0.437,0.656,0.628,0.125,0.032,115.8,-9.06,4.38,65.0,0
T1576,Hip-Hop,0.796,0.542,0.636,0.188,0.245,90.2,-2.8,3.93,97.1,1
